date,name
2059-03-30,Pesach II
2059-03-31,Chol HaMoed Pesach
2059-04-01,Chol HaMoed Pesach
2059-04-02,Chol HaMoed Pesach
2059-04-03,Chol HaMoed Pesach
2059-04-04,Pesach VII
2059-04-05,Pesach VIII
2059-04-10,Yom HaShoah
2059-04-16,Yom HaZikaron
2059-04-17,Yom HaAtzmaut
2059-05-01,Lag B'Omer
2059-05-11,Yom Yerushalayim
2059-05-18,Shavuot I
2059-05-19,Shavuot II
2059-06-29,Fast of 17 Tammuz
2059-07-20,Tisha B'Av
2059-07-25,Tu B'Av
2059-09-08,Rosh Hashanah I
2059-09-09,Rosh Hashanah II
2059-09-10,Fast of Gedaliah
2059-09-17,Yom Kippur
2059-09-22,Sukkot I
2059-09-23,Sukkot II
2059-09-24,Chol HaMoed Sukkot
2059-09-25,Chol HaMoed Sukkot
2059-09-26,Chol HaMoed Sukkot
2059-09-27,Chol HaMoed Sukkot
2059-09-28,Hoshana Rabbah
2059-09-29,Shemini Atzeret
2059-09-30,Simchat Torah
2059-11-30,Chanukah Day 1
2059-12-01,Chanukah Day 2
2059-12-02,Chanukah Day 3
2059-12-03,Chanukah Day 4
2059-12-04,Chanukah Day 5
2059-12-05,Chanukah Day 6
2059-12-06,Chanukah Day 7
2059-12-07,Chanukah Day 8
2059-12-14,Fast of 10 Tevet
2060-01-17,Tu BiShvat
2060-02-15,Purim Katan
2060-02-16,Shushan Purim Katan
2060-03-15,Fast of Esther
2060-03-16,Purim
2060-03-17,Shushan Purim
2060-04-15,Pesach I
2060-04-16,Pesach II
2060-04-17,Chol HaMoed Pesach
2060-04-18,Chol HaMoed Pesach
2060-04-19,Chol HaMoed Pesach
2060-04-20,Chol HaMoed Pesach
2060-04-21,Pesach VII
2060-04-22,Pesach VIII
2060-04-27,Yom HaShoah
2060-05-04,Yom HaZikaron
2060-05-05,Yom HaAtzmaut
2060-05-18,Lag B'Omer
2060-05-28,Yom Yerushalayim
2060-06-04,Shavuot I
2060-06-05,Shavuot II
2060-07-15,Fast of 17 Tammuz
2060-08-05,Tisha B'Av
2060-08-11,Tu B'Av
2060-09-25,Rosh Hashanah I
2060-09-26,Rosh Hashanah II
2060-09-27,Fast of Gedaliah
2060-10-04,Yom Kippur
2060-10-09,Sukkot I
2060-10-10,Sukkot II
2060-10-11,Chol HaMoed Sukkot
2060-10-12,Chol HaMoed Sukkot
2060-10-13,Chol HaMoed Sukkot
2060-10-14,Chol HaMoed Sukkot
2060-10-15,Hoshana Rabbah
2060-10-16,Shemini Atzeret
2060-10-17,Simchat Torah
2060-12-18,Chanukah Day 1
2060-12-19,Chanukah Day 2
2060-12-20,Chanukah Day 3
2060-12-21,Chanukah Day 4
2060-12-22,Chanukah Day 5
2060-12-23,Chanukah Day 6
2060-12-24,Chanukah Day 7
2060-12-25,Chanukah Day 8
